소재지도로명,소재지도로명주소,소재지지번주소,상세위치,위도,경도,설치장소유형,수거쓰레기종류,쓰레기통형태,관리기관명,관리기관전화번호,데이터기준일자
새말로,,,신도림역2번(택시),,,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
새말로,서울특별시 구로구 새말로 117-6,서울특별시 구로구 구로동 3-55,횡단보도,37.5074418,126.8922686,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
새말로,,,신도림역2번(신호등),,,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
새말로,,,신도림역2번(자전거),,,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
새말로,,,신도림역2번(환승),,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 572,서울특별시 구로구 구로동 603-9,,37.50330627,126.8810839,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
구로중앙로,서울특별시 구로구 구로중앙로 68,서울특별시 구로구 구로동 100-8,,37.49586031,126.8888073,도로변(횡단보도 포함),일반쓰레기,항아리형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
구로중앙로,서울특별시 구로구 구로중앙로 68,서울특별시 구로구 구로동 100-8,,37.49586031,126.8888073,도로변(횡단보도 포함),일반쓰레기,항아리형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
구로중앙로28길,서울특별시 구로구 구로중앙로28길 65,서울특별시 구로구 구로동 111-16,,37.50047025,126.8889323,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
구로중앙로28길,서울특별시 구로구 구로중앙로28길 108,,,,,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
구로중앙로,서울특별시 구로구 구로동514-2,,,,,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
새말로,서울특별시 구로구 구로동3-64,,,,,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
공원로,서울특별시 구로구 공원로 27,서울특별시 구로구 구로동 107-9,,37.49939719,126.8910091,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오리로15길,서울특별시 구로구 오리로15길 32,서울특별시 구로구 궁동 213-42,,37.4938915,126.8314768,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오리로15길,서울특별시 구로구 오리로15길 32,서울특별시 구로구 궁동 213-42,,37.4938915,126.8314768,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오리로,서울특별시 구로구 오리로 1307,서울특별시 구로구 궁동 278-4,,37.49809846,126.8289553,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오리로,서울특별시 구로구 오리로 1293,서울특별시 구로구 궁동 283-5,,37.49688156,126.8292071,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오리로,서울특별시 구로구 오리로 1286,서울특별시 구로구 궁동 170-11,,37.49627786,126.8299962,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로,서울특별시 구로구 궁동 199-26,,우,,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로15길,서울특별시 구로구 부일로15길 4,서울특별시 구로구 궁동 189-25,궁동입구버스정류장,37.49351635,126.834427,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로,서울특별시 구로구 부일로 957,서울특별시 구로구 궁동 202-6,건너편,37.49340026,126.8336922,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로,서울특별시 구로구 부일로 957,서울특별시 구로구 궁동 202-6,,37.49340026,126.8336922,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로,서울특별시 구로구 부일로 917,,,37.49341502,126.8327262,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로,서울특별시 구로구 온수동 119-4,,,,,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로,서울특별시 구로구 부일로 869,서울특별시 구로구 온수동 11-1,,37.49294292,126.823634,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로,서울특별시 구로구 부일로 861,서울특별시 구로구 온수동 18-12,맞은편,37.49265356,126.822945,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
부일로9길,서울특별시 구로구 부일로9길 133,서울특별시 구로구 온수동 141,,37.49690229,126.8221862,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로3길,서울특별시 구로구 경인로3길 77,서울특별시 구로구 온수동 52,,37.49173696,126.823542,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로3길,서울특별시 구로구 경인로3길 77,서울특별시 구로구 온수동 52,,37.49173696,126.823542,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로13길,서울특별시 구로구 신도림로13길 3,서울특별시 구로구 신도림동 416-13,,37.50839683,126.8803431,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 16,서울특별시 구로구 신도림동 642,대림12차아파트 503동 앞,37.50512282,126.882191,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 16,서울특별시 구로구 신도림동 642,대림12차아파트 503동 앞,37.50512282,126.882191,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 2,서울특별시 구로구 신도림동 400-3,파리바게트 앞,37.50559462,126.8772754,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 2,서울특별시 구로구 신도림동 400-3,파리바게트 앞,37.50559462,126.8772754,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 78,서울특별시 구로구 신도림동 645,신도림중학교 앞,37.50938921,126.8847002,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 67,서울특별시 구로구 신도림동 306-13,도야미리식당 앞,37.50992411,126.8820265,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로67길,서울특별시 구로구 신도림동 329-2,,아이파크아파트 맞은편,,,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로67길,서울특별시 구로구 신도림동 329-2,,아이파크아파트 맞은편,,,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 40,서울특별시 구로구 신도림동 390-68,,37.50777999,126.8805952,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 40,서울특별시 구로구 신도림동 390-68,,37.50777999,126.8805952,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 40,서울특별시 구로구 신도림동 390-68,,37.50777999,126.8805952,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로19길 7,서울특별시 구로구 신도림동 649,,37.50907721,126.8824413,상가지역,재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 11,서울특별시 구로구 신도림동 691,대림3차아파트 603동 앞,37.50727521,126.878181,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
신도림로,서울특별시 구로구 신도림로 11,서울특별시 구로구 신도림동 691,대림3차아파트 603동 앞,37.50727521,126.878181,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로,서울특별시 구로구 신도림동 432-30,디큐브시티아파트 A동,37.50623763,126.8853921,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17001,,,"정류소(버스, 택시 등)",일반쓰레기,항아리형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17001,,,"정류소(버스, 택시 등)",재활용,원통형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17002,,,"정류소(버스, 택시 등)",일반쓰레기,항아리형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17002,,,"정류소(버스, 택시 등)",재활용,원통형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17003,,,"정류소(버스, 택시 등)",재활용,항아리형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17003,,,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17004,,,"정류소(버스, 택시 등)",일반쓰레기,항아리형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,버스전용차로-17004,,,"정류소(버스, 택시 등)",일반쓰레기,항아리형 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,,,푸르지오상가앞,,,도로변(횡단보도 포함),일반쓰레기,IoT태양광 압축 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길14,,연길순희냉면,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길14,,허흑오리,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길14,,금단초두부,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길23,,뽑기대륙 앞,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길22,,연변냉면,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길 16-24,,대박맛집 앞,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길 16-21,,가리봉포차 앞,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길 16-21,,한잔해호프 앞,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길 16-5,,아리랑호프 앞,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길23,,초원양꼬치,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
남부순환로105라길,서울특별시 구로구 남부순환로105라길 11,,신베이징노래방,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길 14,,좋은날포차 앞,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
남부순환로105라길,서울특별시 구로구 남부순환로105라길 8,,참나무족발숯불갈비살,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
우마길,서울특별시 구로구 우마길 16-24,,황제호프 앞,,,상가지역,담배꽁초,담배꽁초 수거함,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로27길 7,,,37.49576046,126.8425846,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 217,,,37.49576046,126.8425846,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
고척로,서울특별시 구로구 고척로 52,,,37.49542213,126.840901,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
고척로,서울특별시 구로구 고척로 6-1,서울특별시 구로구 오류동 9-190,,37.49542213,126.840901,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 161,서울특별시 구로구 오류동 81-91,,37.49439186,126.8394568,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 161,서울특별시 구로구 오류동 81-91,,37.49439186,126.8394568,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 176-4,서울특별시 구로구 오류동 6-303,,37.49446439,126.8407215,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 176-4,서울특별시 구로구 오류동 6-303,,37.49446439,126.8407215,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 196,서울특별시 구로구 오류동 48-1,,37.49538169,126.8429307,도로변(횡단보도 포함),일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
경인로,서울특별시 구로구 경인로 196,서울특별시 구로구 오류동 48-1,,37.49538169,126.8429307,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
천왕로,,서울특별시 구로구 천왕동 282-10,,,,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오리로,,서울특별시 구로구 천왕동 12-39,,,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오리로,,서울특별시 구로구 천왕동 11-17,,,,"정류소(버스, 택시 등)",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오류로,서울특별시 구로구 오류로 66,서울특별시 구로구 오류동 156-28,,37.49048756,126.8408736,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오류로,서울특별시 구로구 오류로 86,서울특별시 구로구 오류동 134-1,,37.49246153,126.8409746,"광장, 공원 등 다중집합장소",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오류로,서울특별시 구로구 오류로 86,서울특별시 구로구 오류동 134-1,,37.49246153,126.8409746,"광장, 공원 등 다중집합장소",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오류로,서울특별시 구로구 오류로 86,서울특별시 구로구 오류동 134-1,,37.49246153,126.8409746,"광장, 공원 등 다중집합장소",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
서해안로,,서울특별시 구로구 오류동 332-36,,,,"광장, 공원 등 다중집합장소",일반쓰레기,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
오류로,,서울특별시 구로구 오류동 169-3,,,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
서해안로,,서울특별시 구로구 항동 115-2,,,,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
서해안로,,서울특별시 구로구 항동 113-5,,,,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
서해안로,,서울특별시 구로구 항동 82-7,,,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
서해안로,,서울특별시 구로구 항동 88-2,,,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
서해안로,,서울특별시 구로구 항동 204-2,,,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
연동로,,서울특별시 구로구 항동 169-1,,,,도로변(횡단보도 포함),재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
연동로,,서울특별시 구로구 항동 100-14,,,,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
연동로,서울특별시 구로구 연동로 240,서울특별시 구로구 항동 9-1,,37.48196844,126.8236695,"정류소(버스, 택시 등)",재활용,일반 사각 쓰레기통,구로구청 청소행정과,02-860-2918,2023-03-31
